id,split_type,family,prompt,expected_dsl,expected_code,prediction,manual_score,notes,selected_candidate,candidate_scores,error_type
code_gen_0467,generalization_regression_paraphrase,gen_ts_corr_size_flow,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，用 13 日滚动相关衡量规模和换手代理同步性。不要使用解释文字。,"ts_corr(log(market_cap), div(volume, market_cap), 13)","```dsl_fire
result = ts_corr(log(market_cap), div(volume, market_cap), 13)
```","```dsl_fire
result = ts_corr(div(volume, market_cap), pct_change(close, 1), 60)
```",,,2,"c1:score=0,parse=False,exec=False | c2:score=120,parse=True,exec=True | c3:score=0,parse=False,exec=False | c4:score=20,parse=True,exec=False | c5:score=0,parse=False,exec=False",semantic_mismatch
code_gen_0181,generalization_group,gen_group_abs_low_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：最低价行业内标准化偏离的绝对值用于测试行业异常程度。,"absolute(div(sub(low, group_mean(low, industry)), group_std(low, industry)))","```dsl_fire
result = absolute(div(sub(low, group_mean(low, industry)), group_std(low, industry)))
```","```dsl_fire
result = div(sub(ts_std(pct_change(close, 1), 20), group_mean(div(sub(reclose, vwap), vwap), industry)), group_std(div(sub(recip(pb), vwap), industry)))
```",,,2,"c1:score=0,parse=False,exec=False | c2:score=20,parse=True,exec=False | c3:score=20,parse=True,exec=False | c4:score=20,parse=True,exec=False | c5:score=20,parse=True,exec=False",execution_error
code_gen_0420,generalization_cross_section_paraphrase,gen_xs_quantile_low_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，最低价相对横截面 75% 分位数的偏离用于测试未见分位结构。请保持字段和算子命名规范。,"sub(low, xs_quantile(low, 0.75))","```dsl_fire
result = sub(low, xs_quantile(low, 0.75))
```","```dsl_fire
result = ts_corr(volume, 7, ts_quantile(volume, 7, 0.2))
```",,,2,"c1:score=0,parse=False,exec=False | c2:score=20,parse=True,exec=False | c3:score=0,parse=False,exec=False | c4:score=0,parse=False,exec=False | c5:score=20,parse=True,exec=False",execution_error
code_gen_0142,generalization_time_series,gen_argmax_vwap,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：成交量加权平均价在 38 日窗口内高点越靠近当前，信号越新。,"neg(ts_argmax(vwap, 38))","```dsl_fire
result = neg(ts_argmax(vwap, 38))
```","```dsl_fire
result = ts_argmin(ts_lt(pct_change(vwap, 1), 0.0)
```",,,1,"c1:score=0,parse=False,exec=False | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=0,parse=False,exec=False | c5:score=0,parse=False,exec=False",parse_error
code_gen_0557,generalization_conditional_paraphrase,gen_size_liquidity_gate,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，只有小市值暴露高于市场均值时，才保留 28 日流动性信号。不要使用解释文字。,"where(gt(neg(log(market_cap)), xs_mean(neg(log(market_cap)))), log1p(ts_mean(volume, 28)), 0.0)","```dsl_fire
result = where(gt(neg(log(market_cap)), xs_mean(neg(log(market_cap)))), log1p(ts_mean(volume, 28)), 0.0)
```","```dsl_fire
result = where(logical_or(gt(neg(log(market_cap)), xs_mean(neg(log(market_cap)))), gt(log(market_cap), xs_mean(log(market_cap)))), div(volume, market_cap), 0.0)
```",,,1,"c1:score=120,parse=True,exec=True | c2:score=120,parse=True,exec=True | c3:score=120,parse=True,exec=True | c4:score=120,parse=True,exec=True | c5:score=120,parse=True,exec=True",semantic_mismatch
code_gen_0062,generalization_regression,gen_corr_flow_return,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：用 9 日滚动相关衡量换手代理和日收益同步性。,"ts_corr(div(volume, market_cap), pct_change(close, 1), 9)","```dsl_fire
result = ts_corr(div(volume, market_cap), pct_change(close, 1), 9)
```","```dsl_fire
result = ts_corr(pct_change(close, 1), 90)
```",,,1,"c1:score=20,parse=True,exec=False | c2:score=20,parse=True,exec=False | c3:score=20,parse=True,exec=False | c4:score=20,parse=True,exec=False | c5:score=20,parse=True,exec=False",execution_error
code_gen_0336,generalization_conditional_paraphrase,gen_value_momentum_gate,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，只有估值便宜且 85 日动量高于市场均值时，才保留价值动量组合。注意窗口、方向和字段选择。,"where(logical_and(gt(recip(pb), xs_mean(recip(pb))), gt(pct_change(close, 85), xs_mean(pct_change(close, 85)))), add(recip(pb), pct_change(close, 85)), 0.0)","```dsl_fire
result = where(logical_and(gt(recip(pb), xs_mean(recip(pb))), gt(pct_change(close, 85), xs_mean(pct_change(close, 85)))), add(recip(pb), pct_change(close, 85)), 0.0)
```","```dsl_fire
result = where(logical_or(gt(log(market_cap), xs_mean(log(market_cap))), gt(neg(log(market_cap)), xs_mean(neg(log(market_cap))))), add(recip(pb), neg(pct_change(close, 20)), 0.0)
```",,,1,"c1:score=0,parse=False,exec=False | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=0,parse=False,exec=False | c5:score=0,parse=False,exec=False",parse_error
code_gen_0508,generalization_unseen_window_paraphrase,gen_unseen_window_momentum,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：过去 50 日收盘价收益越高，短期趋势越强。这个想法需要转换为函数式 DSL。,"pct_change(close, 50)","```dsl_fire
result = pct_change(close, 50)
```","```dsl_fire
result = pct_change(close, 10)
```",,,1,"c1:score=120,parse=True,exec=True | c2:score=120,parse=True,exec=True | c3:score=120,parse=True,exec=True | c4:score=120,parse=True,exec=True | c5:score=120,parse=True,exec=True",semantic_mismatch
code_gen_0084,generalization_conditional,gen_value_momentum_gate,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：只有估值便宜且 42 日动量高于市场均值时，才保留价值动量组合。,"where(logical_and(gt(recip(pb), xs_mean(recip(pb))), gt(pct_change(close, 42), xs_mean(pct_change(close, 42)))), add(recip(pb), pct_change(close, 42)), 0.0)","```dsl_fire
result = where(logical_and(gt(recip(pb), xs_mean(recip(pb))), gt(pct_change(close, 42), xs_mean(pct_change(close, 42)))), add(recip(pb), pct_change(close, 42)), 0.0)
```","```dsl_fire
result = where(logical_and(gt(recip(pb), xs_mean(recip(pb))), gt(pct_change(close, 20), xs_mean(pct_change(close, 20)))), add(recip(pb), neg(pct_change(close, 20)), 0.0)
```",,,1,"c1:score=0,parse=False,exec=False | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=0,parse=False,exec=False | c5:score=0,parse=False,exec=False",parse_error
code_gen_0159,generalization_conditional,gen_mask_group_open_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：只有开盘价不低于行业均值时，才保留行业标准化信号。,"mask(div(sub(open, group_mean(open, industry)), group_std(open, industry)), ge(open, group_mean(open, industry)), 0.0)","```dsl_fire
result = mask(div(sub(open, group_mean(open, industry)), group_std(open, industry)), ge(open, group_mean(open, industry)), 0.0)
```","```dsl_fire
result = where(gt(log(market_cap), group_mean(log(market_cap), industry)), div(sub(volume, group_mean(log(market_cap), industry)), group_std(log(market_cap), industry)), 0.0)
```",,,1,"c1:score=120,parse=True,exec=True | c2:score=120,parse=True,exec=True | c3:score=0,parse=False,exec=False | c4:score=120,parse=True,exec=True | c5:score=120,parse=True,exec=True",semantic_mismatch
code_gen_0154,generalization_time_series,gen_argmax_close,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：收盘价在 66 日窗口内高点越靠近当前，信号越新。,"neg(ts_argmax(close, 66))","```dsl_fire
result = neg(ts_argmax(close, 66))
```","```dsl_fire
result = ts_win_cumsum(pct_change(close, 1), 60)
```",,,1,"c1:score=120,parse=True,exec=True | c2:score=120,parse=True,exec=True | c3:score=120,parse=True,exec=True | c4:score=120,parse=True,exec=True | c5:score=120,parse=True,exec=True",semantic_mismatch
code_gen_0289,generalization_composition_paraphrase,gen_value_momentum,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：同时偏好低 PB 估值和 50 日价格动量强的股票。最终只需要一个可执行表达式。,"add(recip(pb), pct_change(close, 50))","```dsl_fire
result = add(recip(pb), pct_change(close, 50))
```","```dsl_fire
result = where(recip(pb), log(market_cap))
```",,,2,"c1:score=0,parse=False,exec=False | c2:score=20,parse=True,exec=False | c3:score=0,parse=False,exec=False | c4:score=0,parse=False,exec=False | c5:score=20,parse=True,exec=False",execution_error
code_gen_0200,generalization_conditional,gen_conditional_xs_vwap_19,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：只有成交量加权平均价横截面标准化值为正时，才保留 19 日动量。,"where(gt(div(sub(vwap, xs_mean(vwap)), xs_std(vwap)), 0.0), pct_change(close, 19), 0.0)","```dsl_fire
result = where(gt(div(sub(vwap, xs_mean(vwap)), xs_std(vwap)), 0.0), pct_change(close, 19), 0.0)
```","```dsl_fire
result = where(gt(div(sub(volume, xs_mean(volume)), xs_std(volume)), gt(volume, xs_mean(volume)), xs_std(volume)), 0.0)
```",,,2,"c1:score=0,parse=False,exec=False | c2:score=20,parse=True,exec=False | c3:score=0,parse=False,exec=False | c4:score=0,parse=False,exec=False | c5:score=20,parse=True,exec=False",execution_error
code_gen_0443,generalization_conditional_paraphrase,gen_conditional_xs_vwap_73,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，只有成交量加权平均价横截面标准化值为正时，才保留 73 日动量。这个想法需要转换为函数式 DSL。,"where(gt(div(sub(vwap, xs_mean(vwap)), xs_std(vwap)), 0.0), pct_change(close, 73), 0.0)","```dsl_fire
result = where(gt(div(sub(vwap, xs_mean(vwap)), xs_std(vwap)), 0.0), pct_change(close, 73), 0.0)
```","```dsl_fire
result = where(gt(div(sub(volume, xs_mean(volume, 7)), xs_std(volume)), -1.0), 1.0)
```",,,1,"c1:score=20,parse=True,exec=False | c2:score=20,parse=True,exec=False | c3:score=20,parse=True,exec=False | c4:score=20,parse=True,exec=False | c5:score=20,parse=True,exec=False",execution_error
code_gen_0170,generalization_conditional,gen_conditional_xs_close_47,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：只有收盘价横截面标准化值为正时，才保留 47 日动量。,"where(gt(div(sub(close, xs_mean(close)), xs_std(close)), 0.0), pct_change(close, 47), 0.0)","```dsl_fire
result = where(gt(div(sub(close, xs_mean(close)), xs_std(close)), 0.0), pct_change(close, 47), 0.0)
```","```dsl_fire
result = where(gt(div(sub(log(market_cap), xs_mean(log(market_cap))), xs_std(log(market_cap))), xs_mean(div(sub(log(market_cap), xs_mean(log(market_cap))), xs_std(log(market_cap))))), gt(pct_change(close, 20), 0
```",,,1,"c1:score=0,parse=False,exec=False | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=0,parse=False,exec=False | c5:score=0,parse=False,exec=False",parse_error
code_gen_0323,generalization_conditional_paraphrase,gen_size_liquidity_gate,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，只有小市值暴露高于市场均值时，才保留 42 日流动性信号。这个想法需要转换为函数式 DSL。,"where(gt(neg(log(market_cap)), xs_mean(neg(log(market_cap)))), log1p(ts_mean(volume, 42)), 0.0)","```dsl_fire
result = where(gt(neg(log(market_cap)), xs_mean(neg(log(market_cap)))), log1p(ts_mean(volume, 42)), 0.0)
```","```dsl_fire
result = where(log(market_cap), xs_mean(log(market_cap)))
```",,,5,"c1:score=0,parse=False,exec=False | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=0,parse=False,exec=False | c5:score=20,parse=True,exec=False",execution_error
code_gen_0536,generalization_group_paraphrase,gen_industry_value_size,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，行业内估值便宜且行业内小市值暴露较强的股票得分更高。注意窗口、方向和字段选择。,"add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(sub(neg(log(market_cap)), group_mean(neg(log(market_cap)), industry)), group_std(neg(log(market_cap)), industry)))","```dsl_fire
result = add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(sub(neg(log(market_cap)), group_mean(neg(log(market_cap)), industry)), group_std(neg(log(market_cap)), industry)))
```","```dsl_fire
result = div(div(volume, market_cap), group_mean(log(market_cap), industry)), group_sum(absolute(log(market_cap)), industry))
```",,,1,"c1:score=0,parse=False,exec=False | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=0,parse=False,exec=False | c5:score=0,parse=False,exec=False",parse_error
code_gen_0544,generalization_group_paraphrase,gen_value_quality_trend,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：行业中性估值便宜且 14 日风险调整动量强的股票更有吸引力。最终只需要一个可执行表达式。,"add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(pct_change(close, 14), ts_std(pct_change(close, 1), 14)))","```dsl_fire
result = add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(pct_change(close, 14), ts_std(pct_change(close, 1), 14)))
```","```dsl_fire
result = ts_std(minimum(pct_change(close, 1), 0.0), 20)
```",,,1,"c1:score=120,parse=True,exec=True | c2:score=0,parse=False,exec=False | c3:score=120,parse=True,exec=True | c4:score=120,parse=True,exec=True | c5:score=0,parse=False,exec=False",semantic_mismatch
code_gen_0119,generalization_time_series,gen_argmin_market_cap,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：总市值在 17 日窗口内低点位置用于描述路径。,"ts_argmin(market_cap, 17)","```dsl_fire
result = ts_argmin(market_cap, 17)
```","```dsl_fire
result = ts_win_cumsum(pct_change(close, 1), 20)
```",,,2,"c1:score=0,parse=False,exec=False | c2:score=120,parse=True,exec=True | c3:score=120,parse=True,exec=True | c4:score=120,parse=True,exec=True | c5:score=120,parse=True,exec=True",semantic_mismatch
code_gen_0539,generalization_conditional_paraphrase,gen_value_momentum_gate,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，只有估值便宜且 9 日动量高于市场均值时，才保留价值动量组合。最终只需要一个可执行表达式。,"where(logical_and(gt(recip(pb), xs_mean(recip(pb))), gt(pct_change(close, 9), xs_mean(pct_change(close, 9)))), add(recip(pb), pct_change(close, 9)), 0.0)","```dsl_fire
result = where(logical_and(gt(recip(pb), xs_mean(recip(pb))), gt(pct_change(close, 9), xs_mean(pct_change(close, 9)))), add(recip(pb), pct_change(close, 9)), 0.0)
```","```dsl_fire
result = where(gt(recip(pb), xs_mean(recip(pb))), div(sub(log(market_cap), xs_mean(log(market_cap))), xs_std(log(market_cap))))
```",,,1,"c1:score=20,parse=True,exec=False | c2:score=0,parse=False,exec=False | c3:score=20,parse=True,exec=False | c4:score=0,parse=False,exec=False | c5:score=20,parse=True,exec=False",execution_error
code_gen_0458,generalization_conditional_paraphrase,gen_conditional_xs_market_cap_47,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，只有总市值横截面标准化值为正时，才保留 47 日动量。这个想法需要转换为函数式 DSL。,"where(gt(div(sub(market_cap, xs_mean(market_cap)), xs_std(market_cap)), 0.0), pct_change(close, 47), 0.0)","```dsl_fire
result = where(gt(div(sub(market_cap, xs_mean(market_cap)), xs_std(market_cap)), 0.0), pct_change(close, 47), 0.0)
```","```dsl_fire
result = where(gt(div(sub(log(market_cap), xs_mean(log(market_cap))), xs_std(log(market_cap))), xs_mean(div(sub(log(market_cap), xs_mean(log(market_cap))), xs_std(log(market_cap)))))), gt(pct_change(close, 20)
```",,,1,"c1:score=0,parse=False,exec=False | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=0,parse=False,exec=False | c5:score=0,parse=False,exec=False",parse_error
code_gen_0571,generalization_regression_paraphrase,gen_reg_value_size,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：用 55 日滚动回归提取估值相对市值解释后的残差。注意窗口、方向和字段选择。,"ts_reg_res(recip(pb), log(market_cap), 55)","```dsl_fire
result = ts_reg_res(recip(pb), log(market_cap), 55)
```","```dsl_fire
result = ts_win_cumsum(pct_change(close, 1), 5)
```",,,5,"c1:score=0,parse=False,exec=False | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=0,parse=False,exec=False | c5:score=120,parse=True,exec=True",semantic_mismatch
code_gen_0516,generalization_unseen_window_paraphrase,gen_unseen_window_momentum,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，过去 120 日收盘价收益越高，短期趋势越强。注意窗口、方向和字段选择。,"pct_change(close, 120)","```dsl_fire
result = pct_change(close, 120)
```","```dsl_fire
result = ts_prod(add(1.0, pct_change(close, 1)), 20)
```",,,1,"c1:score=120,parse=True,exec=True | c2:score=120,parse=True,exec=True | c3:score=120,parse=True,exec=True | c4:score=120,parse=True,exec=True | c5:score=120,parse=True,exec=True",semantic_mismatch
code_gen_0459,generalization_conditional_paraphrase,gen_conditional_xs_market_cap_73,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，只有总市值横截面标准化值为正时，才保留 73 日动量。最终只需要一个可执行表达式。,"where(gt(div(sub(market_cap, xs_mean(market_cap)), xs_std(market_cap)), 0.0), pct_change(close, 73), 0.0)","```dsl_fire
result = where(gt(div(sub(market_cap, xs_mean(market_cap)), xs_std(market_cap)), 0.0), pct_change(close, 73), 0.0)
```","```dsl_fire
result = where(gt(div(sub(volume, xs_mean(volume, 7)), xs_std(volume)), -1.0), 1.0)
```",,,1,"c1:score=20,parse=True,exec=False | c2:score=20,parse=True,exec=False | c3:score=20,parse=True,exec=False | c4:score=20,parse=True,exec=False | c5:score=20,parse=True,exec=False",execution_error
code_gen_0100,generalization_group,gen_value_quality_trend,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：行业中性估值便宜且 110 日风险调整动量强的股票更有吸引力。,"add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(pct_change(close, 110), ts_std(pct_change(close, 1), 110)))","```dsl_fire
result = add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(pct_change(close, 110), ts_std(pct_change(close, 1), 110)))
```","```dsl_fire
result = ts_std(pct_change(close, 1), 20)
```",,,2,"c1:score=0,parse=False,exec=False | c2:score=120,parse=True,exec=True | c3:score=0,parse=False,exec=False | c4:score=0,parse=False,exec=False | c5:score=0,parse=False,exec=False",semantic_mismatch
code_gen_0481,generalization_unseen_window_paraphrase,gen_unseen_window_reversal,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：过去 4 日涨幅越高，后续均值回归压力越大。注意窗口、方向和字段选择。,"neg(pct_change(close, 4))","```dsl_fire
result = neg(pct_change(close, 4))
```","```dsl_fire
result = neg(ts_argmax(log(market_cap, 45)))
```",,,2,"c1:score=0,parse=False,exec=False | c2:score=20,parse=True,exec=False | c3:score=20,parse=True,exec=False | c4:score=20,parse=True,exec=False | c5:score=20,parse=True,exec=False",execution_error
code_gen_0083,generalization_conditional,gen_size_liquidity_gate,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：只有小市值暴露高于市场均值时，才保留 42 日流动性信号。,"where(gt(neg(log(market_cap)), xs_mean(neg(log(market_cap)))), log1p(ts_mean(volume, 42)), 0.0)","```dsl_fire
result = where(gt(neg(log(market_cap)), xs_mean(neg(log(market_cap)))), log1p(ts_mean(volume, 42)), 0.0)
```","```dsl_fire
result = where(logical_xor(gt(neg(log(market_cap)), xs_mean(neg(log(market_cap)))), gt(log(market_cap), xs_mean(log(market_cap)))), log1p(ts_mean(volume, 20)), 0.0)
```",,,2,"c1:score=0,parse=False,exec=False | c2:score=120,parse=True,exec=True | c3:score=0,parse=False,exec=False | c4:score=0,parse=False,exec=False | c5:score=0,parse=False,exec=False",semantic_mismatch
code_gen_0318,generalization_conditional_paraphrase,gen_value_momentum_gate,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，只有估值便宜且 28 日动量高于市场均值时，才保留价值动量组合。这个想法需要转换为函数式 DSL。,"where(logical_and(gt(recip(pb), xs_mean(recip(pb))), gt(pct_change(close, 28), xs_mean(pct_change(close, 28)))), add(recip(pb), pct_change(close, 28)), 0.0)","```dsl_fire
result = where(logical_and(gt(recip(pb), xs_mean(recip(pb))), gt(pct_change(close, 28), xs_mean(pct_change(close, 28)))), add(recip(pb), pct_change(close, 28)), 0.0)
```","```dsl_fire
result = where(logical_or(gt(recip(pb), xs_mean(recip(pb))), gt(recip(pb), xs_mean(recip(pb)))), div(absolute(pct_change(close, 20)), ts_std(pct_change(close, 1), 20)), 0.0)
```",,,1,"c1:score=120,parse=True,exec=True | c2:score=120,parse=True,exec=True | c3:score=0,parse=False,exec=False | c4:score=120,parse=True,exec=True | c5:score=0,parse=False,exec=False",semantic_mismatch
code_gen_0077,generalization_conditional,gen_size_liquidity_gate,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：只有小市值暴露高于市场均值时，才保留 28 日流动性信号。,"where(gt(neg(log(market_cap)), xs_mean(neg(log(market_cap)))), log1p(ts_mean(volume, 28)), 0.0)","```dsl_fire
result = where(gt(neg(log(market_cap)), xs_mean(neg(log(market_cap)))), log1p(ts_mean(volume, 28)), 0.0)
```","```dsl_fire
result = where(logical_and(gt(neg(log(market_cap)), xs_mean(neg(log(market_cap)))), gt(log(market_cap), xs_mean(log(market_cap)))), gt(volume, ts_mean(volume, 20)), 0.0)
```",,,5,"c1:score=0,parse=False,exec=False | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=0,parse=False,exec=False | c5:score=20,parse=True,exec=False",execution_error
code_gen_0105,generalization_time_series,gen_quantile_value,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：估值便宜程度高于自身 110 日 70% 分位数越多，价值信号越突出。,"sub(recip(pb), ts_quantile(recip(pb), 110, 0.7))","```dsl_fire
result = sub(recip(pb), ts_quantile(recip(pb), 110, 0.7))
```","```dsl_fire
result = add(log(market_cap), pct_change(close, 20))
```",,,1,"c1:score=120,parse=True,exec=True | c2:score=120,parse=True,exec=True | c3:score=0,parse=False,exec=False | c4:score=20,parse=True,exec=False | c5:score=20,parse=True,exec=False",semantic_mismatch
code_gen_0562,generalization_group_paraphrase,gen_value_quality_trend,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：行业中性估值便宜且 42 日风险调整动量强的股票更有吸引力。不要使用解释文字。,"add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(pct_change(close, 42), ts_std(pct_change(close, 1), 42)))","```dsl_fire
result = add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(pct_change(close, 42), ts_std(pct_change(close, 1), 42)))
```","```dsl_fire
result = div(log(market_cap), group_mean(log(market_cap), industry)), div(sub(log(market_cap), group_mean(log(market_cap), industry)), group_std(log(market_cap), industry))))
```",,,1,"c1:score=0,parse=False,exec=False | c2:score=0,parse=False,exec=False | c3:score=0,parse=False,exec=False | c4:score=0,parse=False,exec=False | c5:score=0,parse=False,exec=False",parse_error
code_gen_0520,generalization_composition_paraphrase,gen_quality_trend,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：同时偏好 25 日风险调整趋势高且收益方差低的股票。请保持字段和算子命名规范。,"add(div(pct_change(close, 25), ts_std(pct_change(close, 1), 25)), neg(ts_var(pct_change(close, 1), 25)))","```dsl_fire
result = add(div(pct_change(close, 25), ts_std(pct_change(close, 1), 25)), neg(ts_var(pct_change(close, 1), 25)))
```","```dsl_fire
result = where(logical_and(gt(pct_change(close, 20), xs_mean(pct_change(close, 20)))), neg(log(market_cap)), 0.0)
```",,,1,"c1:score=20,parse=True,exec=False | c2:score=20,parse=True,exec=False | c3:score=20,parse=True,exec=False | c4:score=20,parse=True,exec=False | c5:score=20,parse=True,exec=False",execution_error
code_gen_0464,generalization_time_series_paraphrase,gen_ts_prod_turnover,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，13 日成交量变化加一后连乘测试未见时间聚合结构。最终只需要一个可执行表达式。,"ts_prod(add(1.0, pct_change(volume, 1)), 13)","```dsl_fire
result = ts_prod(add(1.0, pct_change(volume, 1)), 13)
```","```dsl_fire
result = div(ts_prod(add(1.0, pct_change(volume, 1)), 7), 1.0)
```",,,1,"c1:score=120,parse=True,exec=True | c2:score=20,parse=True,exec=False | c3:score=120,parse=True,exec=True | c4:score=20,parse=True,exec=False | c5:score=20,parse=True,exec=False",semantic_mismatch
code_gen_0474,generalization_regression_paraphrase,gen_ts_corr_size_flow,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，用 19 日滚动相关衡量规模和换手代理同步性。最终只需要一个可执行表达式。,"ts_corr(log(market_cap), div(volume, market_cap), 19)","```dsl_fire
result = ts_corr(log(market_cap), div(volume, market_cap), 19)
```","```dsl_fire
result = ts_std(pct_change(close, 1), 20)
```",,,1,"c1:score=120,parse=True,exec=True | c2:score=120,parse=True,exec=True | c3:score=120,parse=True,exec=True | c4:score=120,parse=True,exec=True | c5:score=120,parse=True,exec=True",semantic_mismatch
code_gen_0048,generalization_composition,gen_quality_trend,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：同时偏好 50 日风险调整趋势高且收益方差低的股票。,"add(div(pct_change(close, 50), ts_std(pct_change(close, 1), 50)), neg(ts_var(pct_change(close, 1), 50)))","```dsl_fire
result = add(div(pct_change(close, 50), ts_std(pct_change(close, 1), 50)), neg(ts_var(pct_change(close, 1), 50)))
```","```dsl_fire
result = sub(ts_mean(pct_change(close, 1), 20), ts_std(pct_change(close, 1), 20))
```",,,3,"c1:score=20,parse=True,exec=False | c2:score=20,parse=True,exec=False | c3:score=120,parse=True,exec=True | c4:score=120,parse=True,exec=True | c5:score=120,parse=True,exec=True",semantic_mismatch
code_gen_0502,generalization_unseen_window_paraphrase,gen_unseen_window_vol,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：过去 25 日日收益波动越低，稳定性越强。不要使用解释文字。,"neg(ts_std(pct_change(close, 1), 25))","```dsl_fire
result = neg(ts_std(pct_change(close, 1), 25))
```","```dsl_fire
result = pct_change(close, 60)
```",,,1,"c1:score=120,parse=True,exec=True | c2:score=120,parse=True,exec=True | c3:score=120,parse=True,exec=True | c4:score=120,parse=True,exec=True | c5:score=120,parse=True,exec=True",semantic_mismatch
